Intel Pentium III Mobile 1200MHz,156
Intel Pentium III Mobile 800MHz,119
Intel Pentium III Mobile 866MHz,99
Intel Pentium J2850 @ 2.41GHz,1016
Intel Pentium J2900 @ 2.41GHz,1255
Intel Pentium J3710 @ 1.60GHz,1423
Intel Pentium J4205 @ 1.50GHz,2310
Intel Pentium J6426 @ 2.00GHz,4029
Intel Pentium M 1.10GHz,184
Intel Pentium M 1.20GHz,199
Intel Pentium M 1.30GHz,196
Intel Pentium M 1.40GHz,225
Intel Pentium M 1.50GHz,240
Intel Pentium M 1.60GHz,194
Intel Pentium M 1.70GHz,239
Intel Pentium M 1.73GHz,205
Intel Pentium M 1.80GHz,280
Intel Pentium M 1.86GHz,222
Intel Pentium M 1000MHz,156
Intel Pentium M 1200MHz,155
Intel Pentium M 1300MHz,197
Intel Pentium M 1400MHz,208
Intel Pentium M 1500MHz,188
Intel Pentium M 1600MHz,193
Intel Pentium M 1700MHz,237
Intel Pentium M 2.00GHz,270
Intel Pentium M 2.10GHz,292
Intel Pentium M 2.13GHz,234
Intel Pentium M 2.26GHz,227
Intel Pentium M 900MHz,141
Intel Pentium N3510 @ 1.99GHz,942
Intel Pentium N3520 @ 2.16GHz,1144
Intel Pentium N3530 @ 2.16GHz,1149
Intel Pentium N3540 @ 2.16GHz,1203
Intel Pentium N3700 @ 1.60GHz,1249
Intel Pentium N3710 @ 1.60GHz,1383
Intel Pentium N4200 @ 1.10GHz,2162
Intel Pentium N6415 @ 1.20GHz,2759
Intel Pentium P6000 @ 1.87GHz,835
Intel Pentium P6100 @ 2.00GHz,879
Intel Pentium P6200 @ 2.13GHz,936
Intel Pentium P6300 @ 2.27GHz,917
Intel Pentium Silver A1030 @ 2.00GHz,1380
Intel Pentium Silver J5005 @ 1.50GHz,3119
Intel Pentium Silver J5040 @ 2.00GHz,3252
Intel Pentium Silver N5000 @ 1.10GHz,2592
Intel Pentium Silver N5020 @ 1.10GHz,3404
Intel Pentium Silver N5030 @ 1.10GHz,2540
Intel Pentium Silver N6000 @ 1.10GHz,2959
Intel Pentium Silver N6005 @ 2.00GHz,5253
Intel Pentium SU2700 @ 1.30GHz,244
Intel Pentium SU4100 @ 1.30GHz,506
Intel Pentium T2060 @ 1.60GHz,330
Intel Pentium T2080 @ 1.73GHz,341
Intel Pentium T2130 @ 1.86GHz,382
Intel Pentium T2310 @ 1.46GHz,538
Intel Pentium T2330 @ 1.60GHz,533
Intel Pentium T2370 @ 1.73GHz,565
Intel Pentium T2390 @ 1.86GHz,540
Intel Pentium T2410 @ 2.00GHz,566
Intel Pentium T3200 @ 2.00GHz,672
Intel Pentium T3400 @ 2.16GHz,664
Intel Pentium T4200 @ 2.00GHz,728
Intel Pentium T4300 @ 2.10GHz,781
Intel Pentium T4400 @ 2.20GHz,791
Intel Pentium T4500 @ 2.30GHz,849
Intel Pentium U5400 @ 1.20GHz,552
Intel Pentium U5600 @ 1.33GHz,624
Intel T1400 @ 1.73GHz,548
Intel T1500 @ 1.86GHz,548
Intel T2050 @ 2.00GHz,516
Intel U300,8585
Intel U300E,8019
Intel U300L,7692
Intel U4100 @ 1.30GHz,610
Intel Ultra 5 115U,12381
Intel Xeon 2.00GHz,152
Intel XEON 2.20GHz,164
Intel Xeon 2.40GHz,180
Intel Xeon 2.80GHz,260
Intel Xeon 3.00GHz,425
Intel Xeon 3.20GHz,478
Intel Xeon 3.40GHz,389
Intel Xeon 3.60GHz,403
Intel Xeon 3.73GHz,917
Intel Xeon 3.80GHz,393
Intel Xeon 3040 @ 1.86GHz,790
Intel Xeon 3050 @ 2.13GHz,818
Intel Xeon 3060 @ 2.40GHz,983
Intel Xeon 3065 @ 2.33GHz,867
Intel Xeon 3070 @ 2.66GHz,1025
Intel Xeon 3075 @ 2.66GHz,1112
Intel Xeon 3085 @ 3.00GHz,1070
Intel Xeon 5110 @ 1.60GHz,405
Intel Xeon 5120 @ 1.86GHz,763
Intel Xeon 5130 @ 2.00GHz,734
Intel Xeon 5133 @ 2.20GHz,887
Intel Xeon 5140 @ 2.33GHz,857
Intel Xeon 5148 @ 2.33GHz,747
Intel Xeon 5150 @ 2.66GHz,880
Intel Xeon 5160 @ 3.00GHz,963
Intel Xeon 6315P,11721
Intel Xeon 6325P,16346
Intel Xeon 6333P,20656
Intel Xeon 6337P,20917
Intel Xeon 6349P,25953
Intel Xeon 6353P,26288
Intel Xeon 6357P,30401
Intel Xeon 6369P,30189
Intel Xeon 6505P,39341
Intel Xeon 6507P,31233
Intel Xeon 6511P,45687
Intel Xeon 6515P,40720
Intel Xeon 6517P,47196
Intel Xeon 6520P,64010
Intel Xeon 6521P,64761
Intel Xeon 654,61351
Intel Xeon 658X,68239
Intel Xeon 6710E,61404
Intel Xeon 6730P,74113
Intel Xeon 6732P,74849
Intel Xeon 6736P,50072
Intel Xeon 6737P,79634
Intel Xeon 6740E,76167
Intel Xeon 6740P,90684
Intel Xeon 6741P,100660
Intel Xeon 6747P,101685
Intel Xeon 6780E,86734
Intel Xeon 6781P,117946
Intel Xeon 6960P,130659
Intel Xeon @ 2.00GHz,7363
Intel Xeon @ 2.20GHz,1324
Intel Xeon Bronze 3104 @ 1.70GHz,4367
Intel Xeon Bronze 3106 @ 1.70GHz,5753
Intel Xeon Bronze 3204 @ 1.90GHz,4797
Intel Xeon Bronze 3206R @ 1.90GHz,6777
Intel Xeon Bronze 3408U,9969
Intel Xeon Bronze 3508U,11248
Intel Xeon D-1513N @ 1.60GHz,4344
Intel Xeon D-1518 @ 2.20GHz,4562
Intel Xeon D-1520 @ 2.20GHz,4917
Intel Xeon D-1521 @ 2.40GHz,5669
Intel Xeon D-1527 @ 2.20GHz,5137
Intel Xeon D-1528 @ 1.90GHz,6823
Intel Xeon D-1531 @ 2.20GHz,7668
Intel Xeon D-1537 @ 1.70GHz,7444
Intel Xeon D-1539 @ 1.60GHz,7572
Intel Xeon D-1540 @ 2.00GHz,10037
Intel Xeon D-1541 @ 2.10GHz,9957
Intel Xeon D-1548 @ 2.00GHz,9075
Intel Xeon D-1557 @ 1.50GHz,9285
Intel Xeon D-1559 @ 1.50GHz,8015
Intel Xeon D-1567 @ 2.10GHz,10447
Intel Xeon D-1577 @ 1.30GHz,11645
Intel Xeon D-1581 @ 1.80GHz,13173
Intel Xeon D-1587 @ 1.70GHz,13630
Intel Xeon D-1602 @ 2.50GHz,2459
Intel Xeon D-1622 @ 2.60GHz,6205
Intel Xeon D-1712TR @ 2.00GHz,8155
Intel Xeon D-1715TER @ 2.40GHz,9104
Intel Xeon D-1718T @ 2.60GHz,9729
Intel Xeon D-1726 @ 2.90GHz,15511
Intel Xeon D-1732TE @ 1.90GHz,14179
Intel Xeon D-1733NT @ 2.00GHz,14849
Intel Xeon D-1736NT @ 2.70GHz,17826
Intel Xeon D-1746TER @ 2.00GHz,15660
Intel Xeon D-1747NTE @ 2.50GHz,20279
Intel Xeon D-1813NT @ 2.20GHz,7732
Intel Xeon D-1823NT @ 2.80GHz,13673
Intel Xeon D-1848TER @ 2.00GHz,16952
Intel Xeon D-2123IT @ 2.20GHz,6689
Intel Xeon D-2141I @ 2.20GHz,11886
Intel Xeon D-2143IT @ 2.20GHz,12116
Intel Xeon D-2146NT @ 2.30GHz,11736
Intel Xeon D-2166NT @ 2.00GHz,15105
Intel Xeon D-2183IT @ 2.20GHz,19377
Intel Xeon D-2187NT @ 2.00GHz,18070
Intel Xeon D-2712T @ 1.90GHz,7990
Intel Xeon D-2733NT @ 2.10GHz,16206
Intel Xeon D-2752TER @ 1.80GHz,19074
Intel Xeon D-2753NT @ 2.00GHz,20626
Intel Xeon D-2766NT @ 2.00GHz,24013
Intel Xeon D-2775TE @ 2.00GHz,27299
Intel Xeon D-2795NT @ 2.00GHz,28463
Intel Xeon D-2796TE @ 2.00GHz,26342
Intel Xeon D-2799 @ 2.40GHz,33792
Intel Xeon E E-2414,11946
Intel Xeon E E-2434,15093
Intel Xeon E E-2486,23605
Intel Xeon E-2104G @ 3.20GHz,5858
Intel Xeon E-2124 @ 3.30GHz,6782
Intel Xeon E-2124G @ 3.40GHz,7224
Intel Xeon E-2126G @ 3.30GHz,10455
Intel Xeon E-2134 @ 3.50GHz,9356
Intel Xeon E-2136 @ 3.30GHz,13150
Intel Xeon E-2144G @ 3.60GHz,9420
Intel Xeon E-2146G @ 3.50GHz,13235
Intel Xeon E-2174G @ 3.80GHz,9555
Intel Xeon E-2176G @ 3.70GHz,13616
Intel Xeon E-2176M @ 2.70GHz,10819
Intel Xeon E-2186G @ 3.80GHz,13612
Intel Xeon E-2186M @ 2.90GHz,11243
Intel Xeon E-2224 @ 3.40GHz,7145
Intel Xeon E-2224G @ 3.50GHz,7546
Intel Xeon E-2226G @ 3.40GHz,11174
Intel Xeon E-2226GE @ 3.40GHz,10026
Intel Xeon E-2234 @ 3.60GHz,9666
Intel Xeon E-2236 @ 3.40GHz,13836
Intel Xeon E-2244G @ 3.80GHz,9532
Intel Xeon E-2246G @ 3.60GHz,13894
Intel Xeon E-2254ML @ 1.70GHz,6333
Intel Xeon E-2274G @ 4.00GHz,9821
Intel Xeon E-2276G @ 3.80GHz,14043
Intel Xeon E-2276M @ 2.80GHz,11666
Intel Xeon E-2276ME @ 2.80GHz,8167
Intel Xeon E-2276ML @ 2.00GHz,6353
Intel Xeon E-2278G @ 3.40GHz,16872
Intel Xeon E-2278GE @ 3.30GHz,15956
Intel Xeon E-2278GEL @ 2.00GHz,12024
Intel Xeon E-2286G @ 4.00GHz,14062
Intel Xeon E-2286M @ 2.40GHz,15120
Intel Xeon E-2288G @ 3.70GHz,17430
Intel Xeon E-2314 @ 2.80GHz,7779
Intel Xeon E-2324G @ 3.10GHz,10339
Intel Xeon E-2334 @ 3.40GHz,12157
Intel Xeon E-2336 @ 2.90GHz,16209
Intel Xeon E-2356G @ 3.20GHz,18459
Intel Xeon E-2374G @ 3.70GHz,13726
Intel Xeon E-2378 @ 2.60GHz,17151
Intel Xeon E-2378G @ 2.80GHz,21153
Intel Xeon E-2386G @ 3.50GHz,19468
Intel Xeon E-2388G @ 3.20GHz,23572
Intel Xeon E-2436,21708
Intel Xeon E-2456,20705
Intel Xeon E-2468,26652
Intel Xeon E-2478,27817
Intel Xeon E-2488,31506
Intel Xeon E3-1205 v6 @ 3.00GHz,5682
Intel Xeon E3-1220 @ 3.10GHz,3862
Intel Xeon E3-1220 V2 @ 3.10GHz,4676
Intel Xeon E3-1220 v3 @ 3.10GHz,5179
Intel Xeon E3-1220 v5 @ 3.00GHz,5718
Intel Xeon E3-1220 v6 @ 3.00GHz,5589
Intel Xeon E3-1220L @ 2.20GHz,2263
Intel Xeon E3-1220L V2 @ 2.30GHz,2522
Intel Xeon E3-1220L v3 @ 1.10GHz,1407
Intel Xeon E3-1225 @ 3.10GHz,3902
Intel Xeon E3-1225 V2 @ 3.20GHz,4708
Intel Xeon E3-1225 v3 @ 3.20GHz,5312
Intel Xeon E3-1225 v5 @ 3.30GHz,5960
Intel Xeon E3-1225 v6 @ 3.30GHz,5780
Intel Xeon E3-1226 v3 @ 3.30GHz,5538
Intel Xeon E3-1230 @ 3.20GHz,5144
Intel Xeon E3-1230 V2 @ 3.30GHz,6186
Intel Xeon E3-1230 v3 @ 3.30GHz,6839
Intel Xeon E3-1230 v5 @ 3.40GHz,7952
Intel Xeon E3-1230 v6 @ 3.50GHz,8090
Intel Xeon E3-1230L v3 @ 1.80GHz,5297
Intel Xeon E3-1231 v3 @ 3.40GHz,7033
Intel Xeon E3-1235 @ 3.20GHz,5037
Intel Xeon E3-1235L v5 @ 2.00GHz,5013
Intel Xeon E3-1240 @ 3.30GHz,5361
Intel Xeon E3-1240 V2 @ 3.40GHz,6387
Intel Xeon E3-1240 v3 @ 3.40GHz,7002
Intel Xeon E3-1240 v5 @ 3.50GHz,8253
Intel Xeon E3-1240 v6 @ 3.70GHz,8735
Intel Xeon E3-1240L v3 @ 2.00GHz,5681
Intel Xeon E3-1240L v5 @ 2.10GHz,6547
Intel Xeon E3-1241 v3 @ 3.50GHz,7164
Intel Xeon E3-1245 @ 3.30GHz,5348
Intel Xeon E3-1245 V2 @ 3.40GHz,6359
Intel Xeon E3-1245 v3 @ 3.40GHz,7027
Intel Xeon E3-1245 v5 @ 3.50GHz,8032
Intel Xeon E3-1245 v6 @ 3.70GHz,8702
Intel Xeon E3-1246 v3 @ 3.50GHz,7230
Intel Xeon E3-1260L @ 2.40GHz,4076
Intel Xeon E3-1260L v5 @ 2.90GHz,8237
Intel Xeon E3-1265L @ 2.40GHz,3912
Intel Xeon E3-1265L V2 @ 2.50GHz,5053
Intel Xeon E3-1265L v3 @ 2.50GHz,6187
Intel Xeon E3-1265L v4 @ 2.30GHz,6954
Intel Xeon E3-1268L v3 @ 2.30GHz,5574
Intel Xeon E3-1268L v5 @ 2.40GHz,6334
Intel Xeon E3-1270 @ 3.40GHz,5375
Intel Xeon E3-1270 V2 @ 3.50GHz,6503
Intel Xeon E3-1270 v3 @ 3.50GHz,7243
Intel Xeon E3-1270 v5 @ 3.60GHz,8326
Intel Xeon E3-1270 v6 @ 3.80GHz,8944
Intel Xeon E3-1270L v4 @ 3.00GHz,7662
Intel Xeon E3-1271 v3 @ 3.60GHz,7440
Intel Xeon E3-1275 @ 3.40GHz,5491
Intel Xeon E3-1275 V2 @ 3.50GHz,6653
Intel Xeon E3-1275 v3 @ 3.50GHz,7226
Intel Xeon E3-1275 v5 @ 3.60GHz,8293
Intel Xeon E3-1275 v6 @ 3.80GHz,9202
Intel Xeon E3-1275L v3 @ 2.70GHz,6327
Intel Xeon E3-1276 v3 @ 3.60GHz,7543
Intel Xeon E3-1280 @ 3.50GHz,5612
Intel Xeon E3-1280 V2 @ 3.60GHz,6619
Intel Xeon E3-1280 v3 @ 3.60GHz,7226
Intel Xeon E3-1280 v5 @ 3.70GHz,8254
Intel Xeon E3-1280 v6 @ 3.90GHz,9093
Intel Xeon E3-1281 v3 @ 3.70GHz,7560
Intel Xeon E3-1285 v3 @ 3.60GHz,7211
Intel Xeon E3-1285 v4 @ 3.50GHz,7743
Intel Xeon E3-1285 v6 @ 4.10GHz,9552
Intel Xeon E3-1285L v3 @ 3.10GHz,6874
Intel Xeon E3-1285L v4 @ 3.40GHz,8095
Intel Xeon E3-1286 v3 @ 3.70GHz,7879
Intel Xeon E3-1286L v3 @ 3.20GHz,6929
Intel Xeon E3-1290 @ 3.60GHz,5429
Intel Xeon E3-1290 V2 @ 3.70GHz,6354
Intel Xeon E3-1505L v5 @ 2.00GHz,5083
Intel Xeon E3-1505L v6 @ 2.20GHz,5882
Intel Xeon E3-1505M v5 @ 2.80GHz,6979
Intel Xeon E3-1505M v6 @ 3.00GHz,7431
Intel Xeon E3-1515M v5 @ 2.80GHz,5925
Intel Xeon E3-1535M v5 @ 2.90GHz,7486
Intel Xeon E3-1535M v6 @ 3.10GHz,8087
Intel Xeon E3-1545M v5 @ 2.90GHz,7635
Intel Xeon E3-1565L v5 @ 2.50GHz,7325
Intel Xeon E3-1575M v5 @ 3.00GHz,7727
Intel Xeon E3-1585 v5 @ 3.50GHz,8408
Intel Xeon E3-1585L v5 @ 3.00GHz,7959
Intel Xeon E3110 @ 3.00GHz,1295
Intel Xeon E3113 @ 3.00GHz,1429
Intel Xeon E3120 @ 3.16GHz,1408
Intel Xeon E5-1410 @ 2.80GHz,4852
Intel Xeon E5-1410 v2 @ 2.80GHz,5715
Intel Xeon E5-1428L v2 @ 2.20GHz,6255
Intel Xeon E5-1603 @ 2.80GHz,3474
Intel Xeon E5-1603 v3 @ 2.80GHz,4454
Intel Xeon E5-1603 v4 @ 2.80GHz,4710
Intel Xeon E5-1607 @ 3.00GHz,3790
Intel Xeon E5-1607 v2 @ 3.00GHz,4144
Intel Xeon E5-1607 v3 @ 3.10GHz,4932
Intel Xeon E5-1607 v4 @ 3.10GHz,5174
Intel Xeon E5-1620 @ 3.60GHz,5845
Intel Xeon E5-1620 v2 @ 3.70GHz,6501
Intel Xeon E5-1620 v3 @ 3.50GHz,6954
Intel Xeon E5-1620 v4 @ 3.50GHz,7344
Intel Xeon E5-1630 v3 @ 3.70GHz,7414
Intel Xeon E5-1630 v4 @ 3.70GHz,7569
Intel Xeon E5-1650 @ 3.20GHz,8052
Intel Xeon E5-1650 v2 @ 3.50GHz,9301
Intel Xeon E5-1650 v3 @ 3.50GHz,10379
Intel Xeon E5-1650 v4 @ 3.60GHz,11335
Intel Xeon E5-1660 @ 3.30GHz,8324
Intel Xeon E5-1660 v2 @ 3.70GHz,10297
Intel Xeon E5-1660 v3 @ 3.00GHz,12582
Intel Xeon E5-1660 v4 @ 3.20GHz,13343
Intel Xeon E5-1680 v2 @ 3.00GHz,12373
Intel Xeon E5-1680 v3 @ 3.20GHz,13273
Intel Xeon E5-1680 v4 @ 3.40GHz,14213
Intel Xeon E5-1681 v3 @ 2.90GHz,14820
Intel Xeon E5-2403 @ 1.80GHz,2367
Intel Xeon E5-2403 v2 @ 1.80GHz,2672
Intel Xeon E5-2407 @ 2.20GHz,2659
Intel Xeon E5-2407 v2 @ 2.40GHz,3354
Intel Xeon E5-2418L @ 2.00GHz,3518
Intel Xeon E5-2418L v2 @ 2.00GHz,5380
Intel Xeon E5-2420 @ 1.90GHz,5018
Intel Xeon E5-2420 v2 @ 2.20GHz,6349
Intel Xeon E5-2430 @ 2.20GHz,5770
Intel Xeon E5-2430 v2 @ 2.50GHz,6859
Intel Xeon E5-2430L @ 2.00GHz,5300
Intel Xeon E5-2430L v2 @ 2.40GHz,6190
Intel Xeon E5-2440 @ 2.40GHz,6091
Intel Xeon E5-2440 v2 @ 1.90GHz,7565
Intel Xeon E5-2448L v2 @ 1.80GHz,6774
Intel Xeon E5-2450 @ 2.10GHz,7534
Intel Xeon E5-2450 v2 @ 2.50GHz,9057
Intel Xeon E5-2450L @ 1.80GHz,6047
Intel Xeon E5-2470 @ 2.30GHz,8325
Intel Xeon E5-2470 v2 @ 2.40GHz,10702
Intel Xeon E5-2603 @ 1.80GHz,2325
Intel Xeon E5-2603 v2 @ 1.80GHz,2735
Intel Xeon E5-2603 v3 @ 1.60GHz,3825
Intel Xeon E5-2603 v4 @ 1.70GHz,4494
Intel Xeon E5-2608L v3 @ 2.00GHz,6415
Intel Xeon E5-2608L v4 @ 1.60GHz,7447
Intel Xeon E5-2609 @ 2.40GHz,2912
Intel Xeon E5-2609 v2 @ 2.50GHz,3339
Intel Xeon E5-2609 v3 @ 1.90GHz,4489
Intel Xeon E5-2609 v4 @ 1.70GHz,5418
Intel Xeon E5-2618L v3 @ 2.30GHz,11310
Intel Xeon E5-2618L v4 @ 2.20GHz,12429
Intel Xeon E5-2620 @ 2.00GHz,5327
Intel Xeon E5-2620 v2 @ 2.10GHz,6243
Intel Xeon E5-2620 v3 @ 2.40GHz,7752
Intel Xeon E5-2620 v4 @ 2.10GHz,9260
Intel Xeon E5-2623 v3 @ 3.00GHz,6632
Intel Xeon E5-2623 v4 @ 2.60GHz,6868
Intel Xeon E5-2628 v3 @ 2.50GHz,8447
Intel Xeon E5-2628L v2 @ 1.90GHz,7181
Intel Xeon E5-2628L v3 @ 2.00GHz,9949
Intel Xeon E5-2628L v4 @ 1.90GHz,11079
Intel Xeon E5-2629 v3 @ 2.40GHz,9139
Intel Xeon E5-2630 @ 2.30GHz,6086
Intel Xeon E5-2630 v2 @ 2.60GHz,7481
Intel Xeon E5-2630 v3 @ 2.40GHz,10253
Intel Xeon E5-2630 v4 @ 2.20GHz,11412
Intel Xeon E5-2630L @ 2.00GHz,5305
Intel Xeon E5-2630L v2 @ 2.40GHz,6640
Intel Xeon E5-2630L v3 @ 1.80GHz,8603
Intel Xeon E5-2630L v4 @ 1.80GHz,9966
Intel Xeon E5-2637 @ 3.00GHz,2978
Intel Xeon E5-2637 v2 @ 3.50GHz,6492
Intel Xeon E5-2637 v3 @ 3.50GHz,7251
Intel Xeon E5-2637 v4 @ 3.50GHz,7460
Intel Xeon E5-2640 @ 2.50GHz,6298
Intel Xeon E5-2640 v2 @ 2.00GHz,7632
Intel Xeon E5-2640 v3 @ 2.60GHz,11040
Intel Xeon E5-2640 v4 @ 2.40GHz,12483
Intel Xeon E5-2643 @ 3.30GHz,5228
Intel Xeon E5-2643 v2 @ 3.50GHz,9172
Intel Xeon E5-2643 v3 @ 3.40GHz,10246
Intel Xeon E5-2643 v4 @ 3.40GHz,11026
Intel Xeon E5-2648L @ 1.80GHz,5262
Intel Xeon E5-2648L v2 @ 1.90GHz,8828
Intel Xeon E5-2648L v3 @ 1.80GHz,9847
Intel Xeon E5-2648L v4 @ 1.80GHz,11839
Intel Xeon E5-2649 v3 @ 2.30GHz,12399
Intel Xeon E5-2650 @ 2.00GHz,7349
Intel Xeon E5-2650 v2 @ 2.60GHz,9771
Intel Xeon E5-2650 v3 @ 2.30GHz,11653
Intel Xeon E5-2650 v4 @ 2.20GHz,13276
Intel Xeon E5-2650L @ 1.80GHz,6055
Intel Xeon E5-2650L v2 @ 1.70GHz,7612
Intel Xeon E5-2650L v3 @ 1.80GHz,11865
Intel Xeon E5-2650L v4 @ 1.70GHz,12734
Intel Xeon E5-2651 v2 @ 1.80GHz,9551
Intel Xeon E5-2658 @ 2.10GHz,6232
Intel Xeon E5-2658 v2 @ 2.40GHz,10559
Intel Xeon E5-2658 v3 @ 2.20GHz,13487
Intel Xeon E5-2658 v4 @ 2.30GHz,14434
Intel Xeon E5-2658A v3 @ 2.20GHz,14879
Intel Xeon E5-2660 @ 2.20GHz,8067
Intel Xeon E5-2660 v2 @ 2.20GHz,10355
Intel Xeon E5-2660 v3 @ 2.60GHz,13057
Intel Xeon E5-2660 v4 @ 2.00GHz,15530
Intel Xeon E5-2663 v3 @ 2.80GHz,11777
Intel Xeon E5-2665 @ 2.40GHz,8293
Intel Xeon E5-2666 v3 @ 2.90GHz,14045
Intel Xeon E5-2666 v4 @ 2.80GHz,17958
Intel Xeon E5-2667 @ 2.90GHz,7462
Intel Xeon E5-2667 v2 @ 3.30GHz,12170
Intel Xeon E5-2667 v3 @ 3.20GHz,12461
Intel Xeon E5-2667 v4 @ 3.20GHz,13772
Intel Xeon E5-2669 v3 @ 2.30GHz,16107
Intel Xeon E5-2670 @ 2.60GHz,8883
Intel Xeon E5-2670 v2 @ 2.50GHz,11305
Intel Xeon E5-2670 v3 @ 2.30GHz,13473
Intel Xeon E5-2673 v2 @ 3.30GHz,12306
Intel Xeon E5-2673 v3 @ 2.40GHz,13673
Intel Xeon E5-2673 v4 @ 2.30GHz,21120
Intel Xeon E5-2675 v3 @ 1.80GHz,13180
Intel Xeon E5-2676 v3 @ 2.40GHz,13151
Intel Xeon E5-2676 v4 @ 2.40GHz,18978
Intel Xeon E5-2678 v3 @ 2.50GHz,14627
Intel Xeon E5-2679 v4 @ 2.50GHz,24131
Intel Xeon E5-2680 @ 2.70GHz,9274
Intel Xeon E5-2680 v2 @ 2.80GHz,12721
Intel Xeon E5-2680 v3 @ 2.50GHz,14846
Intel Xeon E5-2680 v4 @ 2.40GHz,17240
Intel Xeon E5-2680R v4 @ 2.40GHz,17487
Intel Xeon E5-2682 v4 @ 2.50GHz,18448
Intel Xeon E5-2683 v3 @ 2.00GHz,14778
Intel Xeon E5-2683 v4 @ 2.10GHz,17457
Intel Xeon E5-2685 v3 @ 2.60GHz,12944
Intel Xeon E5-2686 v3 @ 2.00GHz,18148
Intel Xeon E5-2686 v4 @ 2.30GHz,19835
Intel Xeon E5-2687W @ 3.10GHz,10036
Intel Xeon E5-2687W v2 @ 3.40GHz,12319
Intel Xeon E5-2687W v3 @ 3.10GHz,14538
Intel Xeon E5-2687W v4 @ 3.00GHz,17723
Intel Xeon E5-2689 @ 2.60GHz,9474
Intel Xeon E5-2689 v4 @ 3.10GHz,17084
Intel Xeon E5-2690 @ 2.90GHz,9750
Intel Xeon E5-2690 v2 @ 3.00GHz,13349
Intel Xeon E5-2690 v3 @ 2.60GHz,16002
Intel Xeon E5-2690 v4 @ 2.60GHz,19244
Intel Xeon E5-2692 v2 @ 2.20GHz,12119
Intel Xeon E5-2695 v2 @ 2.40GHz,13364
Intel Xeon E5-2695 v3 @ 2.30GHz,16555
Intel Xeon E5-2695 v4 @ 2.10GHz,18855
Intel Xeon E5-2696 v2 @ 2.50GHz,14080
Intel Xeon E5-2696 v3 @ 2.30GHz,21437
Intel Xeon E5-2696 v4 @ 2.20GHz,24796
Intel Xeon E5-2697 v2 @ 2.70GHz,14246
Intel Xeon E5-2697 v3 @ 2.60GHz,18161
Intel Xeon E5-2697 v4 @ 2.30GHz,20864
Intel Xeon E5-2697A v4 @ 2.60GHz,21590
Intel Xeon E5-2697R v4 @ 2.30GHz,20843
Intel Xeon E5-2698 v3 @ 2.30GHz,18812
Intel Xeon E5-2698 v4 @ 2.20GHz,22575
Intel Xeon E5-2698B v3 @ 2.00GHz,16287
Intel Xeon E5-2698R v4 @ 2.20GHz,25605
Intel Xeon E5-2699 v3 @ 2.30GHz,20043
Intel Xeon E5-2699 v4 @ 2.20GHz,24711
Intel Xeon E5-2699A v4 @ 2.40GHz,26759
Intel Xeon E5-2699C v4 @ 2.20GHz,21113
Intel Xeon E5-4603 @ 2.00GHz,3391
Intel Xeon E5-4607 v2 @ 2.60GHz,6986
Intel Xeon E5-4610 @ 2.40GHz,6460
Intel Xeon E5-4610 v3 @ 1.70GHz,7229
Intel Xeon E5-4617 @ 2.90GHz,6298
Intel Xeon E5-4620 @ 2.20GHz,6635
Intel Xeon E5-4620 v2 @ 2.60GHz,9424
Intel Xeon E5-4620 v3 @ 2.00GHz,10525
Intel Xeon E5-4627 v2 @ 3.30GHz,9425
Intel Xeon E5-4627 v3 @ 2.60GHz,11344
Intel Xeon E5-4627 v4 @ 2.60GHz,12969
Intel Xeon E5-4628L v4 @ 1.80GHz,11503
Intel Xeon E5-4640 @ 2.40GHz,7012
Intel Xeon E5-4640 v3 @ 1.90GHz,10372
Intel Xeon E5-4648 v3 @ 1.70GHz,9061
Intel Xeon E5-4650 @ 2.70GHz,8612
Intel Xeon E5-4650 v2 @ 2.40GHz,10946
Intel Xeon E5-4650 v3 @ 2.10GHz,10838
Intel Xeon E5-4650 v4 @ 2.20GHz,16225
Intel Xeon E5-4650L @ 2.60GHz,8533
Intel Xeon E5-4655 v3 @ 2.90GHz,9377
Intel Xeon E5-4655 v4 @ 2.50GHz,10912
Intel Xeon E5-4657L v2 @ 2.40GHz,11613
Intel Xeon E5-4660 v3 @ 2.10GHz,14167
Intel Xeon E5-4660 v4 @ 2.20GHz,15375
Intel Xeon E5-4667 v3 @ 2.00GHz,15397
Intel Xeon E5-4667 v4 @ 2.20GHz,20319
Intel Xeon E5-4669 v3 @ 2.10GHz,17430
Intel Xeon E5-4669 v4 @ 2.20GHz,20729
Intel Xeon E5205 @ 1.86GHz,838
Intel Xeon E5240 @ 3.00GHz,1448
Intel Xeon E5310 @ 1.60GHz,1306
Intel Xeon E5320 @ 1.86GHz,1469
Intel Xeon E5335 @ 2.00GHz,1549
Intel Xeon E5345 @ 2.33GHz,1868
Intel Xeon E5405 @ 2.00GHz,1753
Intel Xeon E5410 @ 2.33GHz,2032
Intel Xeon E5420 @ 2.50GHz,2044
Intel Xeon E5430 @ 2.66GHz,2256
Intel Xeon E5440 @ 2.83GHz,2367
Intel Xeon E5450 @ 3.00GHz,2581
Intel Xeon E5462 @ 2.80GHz,2213
Intel Xeon E5472 @ 3.00GHz,2333
Intel Xeon E5502 @ 1.87GHz,837
Intel Xeon E5503 @ 2.00GHz,804
Intel Xeon E5504 @ 2.00GHz,1652
Intel Xeon E5506 @ 2.13GHz,1961
Intel Xeon E5507 @ 2.27GHz,1905
Intel Xeon E5520 @ 2.27GHz,2541
